,salary,games,bats,runs,rbi,hits,doubles,triples,homeruns,walks,strike_outs,weight,height
0,508500,134.0,421.0,49.0,34.0,95.0,17.0,6.0,9.0,29.0,81.0,201,74
1,512500,28.0,48.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,23.0,210,73
2,507500,66.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235,74
3,1400000,44.0,27.0,2.0,1.0,5.0,0.0,0.0,0.0,3.0,9.0,240,75
4,524000,16.0,25.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,11.0,220,76
5,516000,32.0,64.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,25.0,210,72
6,526000,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220,76
7,3100000,159.0,567.0,103.0,110.0,182.0,38.0,2.0,33.0,118.0,151.0,220,75
8,514500,38.0,128.0,9.0,13.0,27.0,6.0,0.0,1.0,8.0,23.0,185,71
9,4275000,29.0,41.0,3.0,7.0,9.0,0.0,0.0,0.0,2.0,14.0,190,73
10,2000000,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,75
11,12000000,116.0,313.0,32.0,39.0,72.0,18.0,0.0,6.0,31.0,54.0,200,71
12,800000,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215,75
13,513000,132.0,524.0,73.0,45.0,159.0,27.0,5.0,6.0,26.0,58.0,190,71
14,1000000,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,73
15,508500,107.0,350.0,38.0,34.0,92.0,15.0,5.0,6.0,36.0,97.0,215,75
16,512000,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,74
17,512500,147.0,515.0,59.0,43.0,117.0,27.0,5.0,4.0,26.0,144.0,185,70
18,900000,29.0,66.0,8.0,8.0,16.0,0.0,0.0,2.0,9.0,14.0,200,73
19,3275000,72.0,135.0,15.0,10.0,32.0,3.0,0.0,1.0,16.0,29.0,200,70
20,1024000,149.0,462.0,61.0,78.0,144.0,26.0,10.0,17.0,44.0,107.0,210,73
21,2500000,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,75
22,519500,157.0,609.0,111.0,76.0,192.0,39.0,6.0,20.0,53.0,89.0,210,73
23,4875000,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,76
24,600000,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,77
25,510500,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,71
26,5500000,118.0,406.0,40.0,48.0,111.0,19.0,3.0,9.0,17.0,110.0,260,74
27,6900000,46.0,174.0,23.0,23.0,45.0,10.0,3.0,9.0,10.0,39.0,225,76
28,5000000,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,76
29,530000,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,74
30,507500,48.0,155.0,16.0,12.0,31.0,8.0,0.0,2.0,5.0,33.0,205,75
31,12000000,15.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,223,76
32,3000000,37.0,107.0,12.0,8.0,22.0,2.0,0.0,1.0,14.0,10.0,210,68
34,507500,39.0,86.0,13.0,4.0,19.0,4.0,0.0,0.0,5.0,17.0,205,72
35,508750,18.0,28.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,19.0,195,76
36,8500000,118.0,416.0,62.0,66.0,115.0,27.0,0.0,18.0,56.0,98.0,220,77
37,4000000,83.0,195.0,27.0,22.0,43.0,7.0,0.0,7.0,28.0,67.0,230,73
38,507500,20.0,40.0,2.0,2.0,13.0,4.0,0.0,0.0,2.0,5.0,188,73
39,4250000,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,77
40,6000000,56.0,153.0,12.0,11.0,36.0,7.0,0.0,2.0,7.0,49.0,225,75
41,1600000,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,78
42,1500000,62.0,182.0,20.0,34.0,50.0,5.0,0.0,9.0,13.0,43.0,200,73
43,11000000,156.0,612.0,73.0,53.0,181.0,38.0,1.0,3.0,70.0,83.0,210,73
44,7000000,141.0,505.0,65.0,59.0,135.0,18.0,2.0,10.0,45.0,102.0,215,75
45,535000,33.0,56.0,1.0,0.0,3.0,2.0,0.0,0.0,4.0,29.0,225,75
46,507500,152.0,528.0,55.0,52.0,126.0,23.0,5.0,6.0,56.0,120.0,215,72
47,2000000,113.0,407.0,38.0,49.0,122.0,24.0,1.0,9.0,19.0,37.0,250,75
48,3000000,147.0,535.0,60.0,44.0,142.0,23.0,2.0,4.0,39.0,48.0,195,74
49,1000000,33.0,52.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,9.0,205,74
50,507500,28.0,56.0,5.0,4.0,12.0,4.0,1.0,1.0,3.0,14.0,200,73
51,520000,20.0,33.0,1.0,4.0,5.0,1.0,0.0,0.0,3.0,21.0,215,76
52,1000000,35.0,77.0,7.0,5.0,13.0,4.0,2.0,0.0,6.0,17.0,195,70
53,523000,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,78
54,3200000,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,73
55,2400000,29.0,96.0,7.0,4.0,20.0,2.0,0.0,0.0,5.0,22.0,190,70
56,4750000,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,72
57,514000,30.0,101.0,11.0,15.0,29.0,4.0,2.0,2.0,4.0,13.0,210,70
58,12000000,160.0,573.0,100.0,117.0,150.0,31.0,0.0,47.0,84.0,208.0,255,76
59,5000000,30.0,103.0,16.0,7.0,22.0,4.0,1.0,3.0,7.0,34.0,195,72
60,1075000,91.0,267.0,34.0,31.0,54.0,8.0,3.0,9.0,26.0,81.0,205,75
61,522000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,74
62,3275000,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,73
63,11500000,114.0,411.0,45.0,37.0,90.0,14.0,0.0,8.0,20.0,88.0,200,73
64,4650000,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,75
65,12250000,32.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,221,77
66,13333333,137.0,546.0,74.0,82.0,147.0,25.0,3.0,27.0,24.0,102.0,215,74
67,515000,100.0,320.0,38.0,49.0,75.0,16.0,1.0,11.0,27.0,72.0,205,75
68,525500,84.0,134.0,14.0,12.0,27.0,1.0,1.0,4.0,5.0,36.0,175,70
69,548000,162.0,633.0,102.0,86.0,181.0,30.0,1.0,35.0,70.0,111.0,218,75
70,3200000,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,77
71,519000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,75
72,8800000,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215,72
73,4250000,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,76
74,515000,104.0,363.0,46.0,42.0,100.0,17.0,2.0,10.0,19.0,111.0,230,75
75,3700000,92.0,294.0,42.0,40.0,64.0,13.0,1.0,15.0,23.0,69.0,200,71
76,515000,86.0,305.0,34.0,39.0,85.0,17.0,0.0,15.0,9.0,79.0,247,73
77,2100000,69.0,211.0,23.0,20.0,50.0,9.0,2.0,3.0,23.0,56.0,230,72
78,4315000,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,200,77
79,8300000,75.0,258.0,24.0,25.0,69.0,14.0,1.0,8.0,21.0,67.0,235,77
80,2250000,52.0,174.0,20.0,16.0,47.0,6.0,0.0,2.0,4.0,29.0,240,75
81,508500,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,76
82,514500,145.0,597.0,92.0,77.0,174.0,42.0,8.0,18.0,46.0,82.0,180,69
83,543000,156.0,613.0,84.0,81.0,196.0,35.0,3.0,7.0,32.0,101.0,218,74
84,528000,74.0,221.0,43.0,43.0,55.0,17.0,4.0,10.0,27.0,69.0,196,70
85,2000000,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,72
86,12000000,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,190,75
87,11271000,80.0,273.0,35.0,29.0,69.0,10.0,2.0,5.0,13.0,54.0,207,69
88,508500,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,220,75
89,5500000,36.0,79.0,6.0,3.0,12.0,1.0,0.0,1.0,7.0,26.0,215,74
90,3500000,54.0,174.0,28.0,16.0,43.0,8.0,0.0,2.0,20.0,39.0,225,72
91,509500,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,76
92,530500,129.0,454.0,56.0,45.0,127.0,27.0,6.0,2.0,46.0,97.0,180,68
93,603000,25.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,174,73
94,557000,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,74
95,510400,41.0,114.0,8.0,3.0,21.0,2.0,0.0,0.0,7.0,28.0,235,70
96,9500000,18.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,260,78
97,3666000,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,74
98,4750000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,75
99,16000000,98.0,329.0,37.0,40.0,68.0,18.0,1.0,13.0,45.0,99.0,225,73
100,1850000,29.0,66.0,6.0,7.0,10.0,2.0,0.0,0.0,8.0,17.0,195,70
101,1500000,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,76
102,16000000,146.0,528.0,73.0,108.0,144.0,37.0,0.0,37.0,77.0,95.0,230,75
103,12500000,93.0,381.0,46.0,42.0,111.0,19.0,1.0,12.0,38.0,51.0,170,69
104,12500000,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,205,77
105,19750000,105.0,401.0,59.0,53.0,100.0,12.0,1.0,19.0,21.0,71.0,235,74
106,566500,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,71
107,17600000,126.0,470.0,43.0,47.0,115.0,25.0,1.0,10.0,25.0,73.0,268,70
108,2250000,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,71
109,9000000,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,74
110,576500,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,72
111,13000000,33.0,94.0,10.0,4.0,23.0,2.0,0.0,1.0,9.0,14.0,190,69
112,510500,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,74
113,8666000,154.0,613.0,88.0,101.0,178.0,34.0,3.0,30.0,39.0,140.0,235,75
114,1500000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,73
115,2000000,100.0,211.0,24.0,20.0,44.0,8.0,0.0,6.0,19.0,43.0,188,72
116,3000000,47.0,78.0,5.0,4.0,13.0,2.0,0.0,0.0,2.0,27.0,200,70
117,13000000,158.0,629.0,70.0,77.0,172.0,36.0,2.0,12.0,40.0,88.0,210,70
118,15750000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,73
119,518200,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,74
120,4500000,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,74
121,850000,153.0,610.0,98.0,56.0,175.0,28.0,9.0,14.0,58.0,131.0,180,69
122,2675000,112.0,331.0,21.0,39.0,79.0,12.0,0.0,9.0,21.0,104.0,260,76
123,523000,148.0,553.0,66.0,59.0,142.0,17.0,2.0,13.0,36.0,141.0,250,76
124,550000,58.0,173.0,10.0,15.0,41.0,11.0,1.0,3.0,9.0,34.0,195,73
125,937500,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,73
126,523000,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,75
127,660000,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,77
128,12000000,127.0,429.0,41.0,44.0,89.0,21.0,0.0,12.0,49.0,133.0,205,74
129,1950000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,76
130,520000,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,76
131,525000,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,74
132,3400000,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,220,73
133,10000000,154.0,583.0,54.0,62.0,145.0,33.0,0.0,10.0,31.0,68.0,180,74
134,10000000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,71
135,6000000,31.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,183,78
136,9800000,32.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,233,76
137,510000,120.0,389.0,40.0,31.0,87.0,23.0,1.0,5.0,19.0,81.0,210,72
138,516000,79.0,143.0,15.0,15.0,38.0,8.0,2.0,0.0,16.0,16.0,195,71
139,1500000,78.0,187.0,20.0,21.0,41.0,8.0,0.0,9.0,21.0,63.0,225,73
140,510000,11.0,26.0,5.0,1.0,2.0,0.0,0.0,0.0,5.0,11.0,170,70
141,3630000,33.0,79.0,5.0,2.0,12.0,1.0,1.0,2.0,1.0,45.0,230,76
142,508000,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,225,77
143,2100000,24.0,43.0,5.0,5.0,7.0,2.0,0.0,2.0,3.0,12.0,215,70
144,6857143,151.0,547.0,52.0,69.0,145.0,23.0,2.0,11.0,21.0,91.0,218,74
145,2505000,148.0,440.0,64.0,41.0,110.0,25.0,6.0,16.0,58.0,94.0,195,72
146,2250000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,73
147,2600000,103.0,212.0,18.0,18.0,57.0,11.0,1.0,3.0,15.0,56.0,195,72
148,9500000,156.0,596.0,102.0,46.0,149.0,29.0,8.0,17.0,84.0,154.0,205,77
149,531500,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210,75
150,9000000,32.0,65.0,6.0,4.0,11.0,1.0,0.0,0.0,1.0,18.0,225,78
151,510000,32.0,60.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,24.0,190,75
152,900000,73.0,126.0,14.0,14.0,29.0,5.0,1.0,2.0,2.0,23.0,180,69
153,13000000,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,74
154,513000,33.0,67.0,4.0,11.0,18.0,6.0,0.0,1.0,5.0,7.0,180,71
155,20000000,32.0,62.0,6.0,0.0,4.0,0.0,0.0,0.0,3.0,30.0,249,76
156,12000000,113.0,347.0,36.0,53.0,86.0,11.0,0.0,15.0,49.0,103.0,221,71
157,4500000,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,72
158,520000,6.0,15.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,210,74
159,514500,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,76
160,5000000,160.0,586.0,94.0,101.0,163.0,38.0,3.0,31.0,78.0,105.0,240,75
161,544000,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,75
162,2500000,72.0,159.0,6.0,9.0,28.0,9.0,0.0,1.0,20.0,61.0,230,74
163,2666667,101.0,366.0,39.0,47.0,96.0,18.0,1.0,10.0,32.0,121.0,235,76
164,2525000,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,73
165,508500,47.0,72.0,5.0,8.0,16.0,5.0,0.0,1.0,6.0,15.0,200,72
166,4000000,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,180,71
167,5686000,60.0,30.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,16.0,175,71
168,1000000,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,77
169,10000000,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,223,76
170,1250000,51.0,89.0,4.0,5.0,13.0,2.0,0.0,1.0,4.0,30.0,225,76
171,522500,68.0,196.0,28.0,14.0,47.0,5.0,2.0,3.0,14.0,33.0,195,69
172,12000000,157.0,580.0,72.0,87.0,131.0,35.0,4.0,26.0,58.0,145.0,230,75
173,8000000,96.0,359.0,46.0,42.0,85.0,13.0,3.0,19.0,23.0,101.0,245,72
174,8050000,65.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,76
175,525500,35.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,217,76
176,2350000,53.0,194.0,28.0,28.0,50.0,10.0,1.0,9.0,14.0,29.0,204,72
177,10000000,19.0,37.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,10.0,229,71
178,507500,31.0,58.0,1.0,3.0,9.0,1.0,0.0,0.0,3.0,33.0,195,74
179,510000,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,76
180,4500000,157.0,619.0,82.0,89.0,158.0,43.0,1.0,35.0,44.0,137.0,215,75
181,1500000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,78
182,545000,114.0,412.0,56.0,28.0,93.0,8.0,3.0,4.0,28.0,75.0,160,72
183,535000,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,75
184,1714286,18.0,30.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,190,74
185,9775000,25.0,52.0,3.0,5.0,7.0,3.0,0.0,1.0,0.0,25.0,165,70
186,1850000,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,72
187,1500000,10.0,16.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,220,73
188,2525000,23.0,45.0,2.0,2.0,8.0,1.0,1.0,0.0,5.0,9.0,229,73
189,512500,43.0,93.0,5.0,2.0,13.0,2.0,0.0,0.0,9.0,23.0,190,72
190,3500000,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,75
191,1400000,108.0,333.0,17.0,18.0,91.0,17.0,0.0,0.0,29.0,34.0,240,69
192,12000000,148.0,588.0,69.0,70.0,173.0,19.0,2.0,12.0,27.0,68.0,211,72
193,2500000,131.0,244.0,23.0,21.0,59.0,20.0,0.0,1.0,23.0,51.0,185,70
194,14000000,158.0,545.0,95.0,80.0,171.0,33.0,2.0,29.0,143.0,135.0,220,74
195,507700,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,71
196,547100,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,73
197,900000,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,74
198,3500000,98.0,290.0,37.0,17.0,67.0,10.0,0.0,5.0,20.0,38.0,205,70
199,1940000,31.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,205,73
200,13500000,95.0,289.0,29.0,19.0,71.0,12.0,1.0,0.0,29.0,76.0,190,71
201,5875000,137.0,529.0,68.0,84.0,164.0,45.0,0.0,15.0,60.0,51.0,209,74
202,2337500,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,224,76
203,2250000,106.0,333.0,38.0,44.0,82.0,19.0,1.0,7.0,23.0,69.0,190,74
204,510900,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,74
205,4000000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,76
206,1000000,95.0,363.0,38.0,45.0,84.0,22.0,0.0,12.0,13.0,104.0,212,74
207,517100,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,77
208,511900,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,73
209,4166666,141.0,565.0,86.0,52.0,171.0,43.0,7.0,9.0,57.0,107.0,200,71
210,1200000,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,215,76
211,520400,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,78
212,6500000,94.0,337.0,36.0,50.0,73.0,17.0,1.0,15.0,32.0,106.0,210,73
213,6000000,84.0,206.0,22.0,27.0,61.0,12.0,1.0,5.0,16.0,29.0,210,75
214,508600,70.0,184.0,30.0,21.0,42.0,9.0,1.0,7.0,33.0,64.0,220,71
215,2500000,82.0,173.0,22.0,29.0,52.0,16.0,1.0,8.0,23.0,44.0,185,72
216,511300,97.0,315.0,50.0,27.0,69.0,14.0,3.0,6.0,32.0,39.0,190,69
217,2400000,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,74
218,6000000,154.0,550.0,72.0,85.0,127.0,29.0,2.0,19.0,108.0,122.0,215,71
219,1550000,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,73
220,900000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,76
221,15000000,30.0,101.0,6.0,8.0,20.0,4.0,0.0,2.0,8.0,24.0,195,72
222,1500000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,73
223,509600,12.0,30.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,15.0,210,74
224,512500,157.0,616.0,97.0,130.0,177.0,43.0,4.0,42.0,34.0,110.0,215,74
225,2600000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,77
226,1000000,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,74
227,517500,157.0,614.0,93.0,58.0,176.0,31.0,9.0,17.0,46.0,112.0,221,75
228,1400000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,72
229,509500,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,75
230,509500,16.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,180,74
231,12500000,26.0,48.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,18.0,215,73
232,1500000,101.0,185.0,22.0,22.0,38.0,3.0,2.0,5.0,20.0,45.0,190,70
233,512500,65.0,224.0,30.0,31.0,68.0,18.0,2.0,10.0,10.0,56.0,200,73
234,512500,68.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,76
235,16000000,153.0,554.0,87.0,97.0,150.0,25.0,2.0,40.0,46.0,133.0,220,73
236,2250000,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220,77
237,3100000,103.0,366.0,45.0,43.0,110.0,21.0,5.0,10.0,21.0,76.0,203,72
238,5500000,27.0,43.0,6.0,2.0,8.0,2.0,0.0,1.0,3.0,16.0,220,75
239,517500,150.0,564.0,85.0,61.0,170.0,21.0,5.0,6.0,50.0,107.0,220,76
240,5500000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,77
241,2475000,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,230,77
242,509500,6.0,8.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,230,75
243,1087600,58.0,127.0,20.0,17.0,26.0,7.0,3.0,4.0,22.0,41.0,205,70
244,6750000,49.0,168.0,19.0,15.0,52.0,10.0,3.0,3.0,13.0,25.0,220,76
245,1300000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,77
246,2800000,87.0,231.0,22.0,29.0,62.0,14.0,1.0,6.0,8.0,56.0,225,71
247,5825000,51.0,102.0,14.0,10.0,22.0,3.0,2.0,5.0,9.0,50.0,205,76
248,20000000,87.0,323.0,46.0,53.0,97.0,19.0,0.0,12.0,24.0,72.0,205,75
249,1725000,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,72
250,5400000,67.0,178.0,21.0,13.0,34.0,5.0,0.0,4.0,40.0,66.0,228,71
251,22000000,119.0,429.0,64.0,76.0,145.0,28.0,1.0,18.0,77.0,82.0,267,76
252,525000,154.0,549.0,42.0,73.0,140.0,33.0,6.0,15.0,39.0,152.0,203,76
253,10500000,102.0,403.0,62.0,61.0,118.0,28.0,2.0,18.0,19.0,87.0,225,71
254,1000000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,75
255,5000000,112.0,341.0,55.0,30.0,88.0,16.0,11.0,8.0,22.0,76.0,195,70
256,1000000,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,75
257,515000,140.0,485.0,73.0,26.0,123.0,24.0,8.0,5.0,45.0,145.0,200,72
258,515000,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,200,76
259,1443750,120.0,416.0,44.0,23.0,125.0,17.0,3.0,2.0,25.0,44.0,195,71
260,16000000,154.0,624.0,94.0,73.0,185.0,35.0,7.0,11.0,43.0,80.0,200,72
261,515000,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,73
262,3000000,158.0,596.0,93.0,102.0,168.0,33.0,2.0,38.0,53.0,178.0,230,75
263,14000000,120.0,440.0,39.0,64.0,108.0,20.0,0.0,11.0,31.0,52.0,235,74
264,507500,114.0,401.0,32.0,41.0,106.0,18.0,5.0,7.0,16.0,90.0,220,75
265,10000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,76
266,508500,22.0,33.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,213,73
267,19750000,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,215,77
268,520000,109.0,184.0,25.0,15.0,47.0,5.0,0.0,2.0,11.0,46.0,190,73
269,510000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,75
270,16800000,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,205,72
271,5550000,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,265,78
272,7000000,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,75
273,28000000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,77
274,2500000,154.0,638.0,86.0,66.0,200.0,40.0,4.0,15.0,33.0,67.0,166,66
275,2650000,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,270,76
276,4175000,129.0,391.0,50.0,64.0,78.0,17.0,0.0,24.0,57.0,151.0,245,76
277,4000000,104.0,337.0,38.0,31.0,71.0,19.0,0.0,11.0,33.0,115.0,215,75
278,1075000,73.0,201.0,25.0,33.0,46.0,11.0,0.0,11.0,23.0,63.0,220,74
279,525100,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,75
280,10000000,18.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,225,78
281,516700,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,72
