uniqueid, salary ,games,bats,runs,rbi,hits,doubles,triples,homeruns,walks,strike_outs,weight,height
2015MINdoziebr01,2000000,157,628,101,77,148,39,4,28,61,148,200,71
2015NYAryanbr01,2000000,47,96,10,8,22,6,2,0,5,29,190,73
2015PHIsizemgr01,2000000,39,98,4,6,24,5,0,0,6,23,205,74
2015SDNgyorkje01,2000000,128,421,34,57,104,15,0,16,27,107,205,70
2015SEAweeksri01,2000000,37,84,7,9,14,1,0,2,9,25,210,72
2015SLNreynoma01,2000000,140,382,35,48,88,21,2,13,44,121,220,74
2015SLNvillaca01,2000000,35,8,0,0,0,0,0,0,0,5,220,74
2015BALsnidetr01,2100000,69,211,23,20,50,9,2,3,23,56,230,72
2015CHNcastiwe01,2100000,24,43,5,5,7,2,0,2,3,12,215,70
2015MIAbakerje03,2100000,41,72,11,8,15,3,0,3,8,25,220,74
2015NYApinedmi01,2100000,27,2,0,0,0,0,0,0,0,1,280,79
2015SFNpetityu01,2100000,42,9,1,0,0,0,0,0,0,3,252,73
2015OAKchaveje01,2150000,30,3,0,0,1,0,0,0,0,2,175,73
2015LANheisech01,2160000,33,55,8,9,10,2,0,2,15,17,220,73
2015MINstaufti01,2200000,13,0,0,0,0,0,0,0,0,0,215,73
2015BALyoungde03,2250000,52,174,20,16,47,6,0,2,4,29,240,75
2015BOStazawju01,2250000,61,0,0,0,0,0,0,0,0,0,200,71
2015CHNcokeph01,2250000,16,0,0,0,0,0,0,0,0,0,210,73
2015CLEchiselo01,2250000,106,333,38,44,82,19,1,7,23,69,190,74
2015COLhawkila01,2250000,24,1,0,0,0,0,0,0,0,1,220,77
2015WASstammcr01,2250000,5,0,0,0,0,0,0,0,0,0,228,74
2015LAAsantihe01,2290000,33,5,0,0,1,0,0,0,0,3,215,72
2015LANnicasju01,2300000,54,1,0,0,0,0,0,0,0,0,250,76
2015CLEcarraca01,2337500,30,1,0,0,1,0,0,0,0,0,224,76
2015CINcozarza01,2350000,53,194,28,28,50,10,1,9,14,29,204,72
2015MIAdunnmi01,2350000,72,1,0,0,1,0,0,0,0,0,212,72
2015BALcabreev01,2400000,29,96,7,4,20,2,0,0,5,22,190,70
2015CLErzepcma01,2400000,45,0,0,0,0,0,0,0,0,0,220,74
2015HOUsippto01,2400000,60,0,0,0,0,0,0,0,0,0,190,72
2015KCAduffyda01,2425000,30,0,0,0,0,0,0,0,0,0,205,75
2015PITworleva01,2450000,24,17,1,0,3,1,0,0,0,6,240,74
2015COLlylesjo01,2475000,11,19,0,0,0,0,0,0,0,11,230,77
2015TORcecilbr01,2475000,63,0,0,0,0,0,0,0,0,0,200,74
2015ARIperezol01,2500000,48,0,0,0,0,0,0,0,0,0,225,75
2015CHNrossda01,2500000,72,159,6,9,28,9,0,1,20,61,230,74
2015CINschumsk01,2500000,131,244,23,21,59,20,0,1,23,51,185,70
2015CLEraburry01,2500000,82,173,22,29,52,16,1,8,23,44,185,72
2015HOUaltuvjo01,2500000,154,638,86,66,200,40,4,15,33,67,166,66
2015LANperaljo01,2500000,33,1,0,0,0,0,0,0,0,1,210,70
2015LANturneju01,2500000,126,385,55,60,113,26,1,16,36,71,202,71
2015MIAgordode01,2500000,145,615,88,46,205,24,8,4,25,91,166,71
2015NYAyoungch04,2500000,140,318,53,42,80,20,1,14,30,73,200,74
2015PIThartco01,2500000,35,54,3,9,12,1,0,2,1,19,240,78
2015PITkangju01,2500000,126,421,60,58,121,24,2,15,28,99,210,72
2015SDNmorrobr01,2500000,5,9,0,0,0,0,0,0,1,8,207,75
2015WASharpebr03,2500000,153,521,118,99,172,38,1,42,124,131,210,75
2015WASrendoan01,2500000,80,311,43,25,82,16,0,5,36,70,200,73
2015CHNcoghlch01,2505000,148,440,64,41,110,25,6,16,58,94,195,72
2015SEAruggiju01,2505000,36,70,8,3,15,4,0,2,11,27,210,73
2015CHNstroppe01,2525000,76,0,0,0,0,0,0,0,0,0,220,73
2015CINmesorde01,2525000,23,45,2,2,8,1,1,0,5,9,229,73
2015LANbarneda01,2525000,2,4,0,0,0,0,0,0,0,0,180,70
2015NYNmejiaje01,2595000,7,0,0,0,0,0,0,0,0,0,205,72
2015CHNdenorch01,2600000,103,212,18,18,57,11,1,3,15,56,195,72
2015COLaxforjo01,2600000,60,0,0,0,0,0,0,0,0,0,234,77
